group_id,case_in_group,test_file,category,purpose,priority,complexity,source_input,upstream_expected,emacs_command,python_command,compare_method,current_result,selection_notes
G011,2,autoinst_atregexp.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 AUTO_TEMPLATE 中 @ 和 regexp 组合。 覆盖 regexp 过滤/匹配。,P1-core,High,test/verilog-mode/tests/autoinst_atregexp.v,test/verilog-mode/tests_ok/autoinst_atregexp.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_atregexp.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_atregexp.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_atregexp.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G011,3,autoinst_attr.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖属性 attribute 附着在模块/端口/实例附近时的 AUTOINST。,P1-core,Low,test/verilog-mode/tests/autoinst_attr.v,test/verilog-mode/tests_ok/autoinst_attr.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_attr.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_attr.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_attr.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G011,4,autoinst_autonohookup.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 AUTO_TEMPLATE/AUTONOHOOOKUP 类 no-hookup 跳过连接。 覆盖未连接/忽略端口不生成 input。,P1-core,Low,test/verilog-mode/tests/autoinst_autonohookup.v,test/verilog-mode/tests_ok/autoinst_autonohookup.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_autonohookup.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_autonohookup.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_autonohookup.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G011,5,autoinst_belkind_concat.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖模板连接到 concatenation 表达式。,P1-core,Medium,test/verilog-mode/tests/autoinst_belkind_concat.v,test/verilog-mode/tests_ok/autoinst_belkind_concat.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_belkind_concat.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_belkind_concat.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_belkind_concat.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G012,1,autoinst_bits_lba.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖位选择/part-select 宽度和连接。,P1-core,Low,test/verilog-mode/tests/autoinst_bits_lba.v,test/verilog-mode/tests_ok/autoinst_bits_lba.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_bits_lba.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_bits_lba.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_bits_lba.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G012,2,autoinst_bits_lba_gi.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖位选择/part-select 与 generated instance 组合。 覆盖位选择/part-select 宽度和连接。,P1-core,High,test/verilog-mode/tests/autoinst_bits_lba_gi.v,test/verilog-mode/tests_ok/autoinst_bits_lba_gi.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_bits_lba_gi.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_bits_lba_gi.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_bits_lba_gi.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G012,3,autoinst_brucet.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Bruce T. 回归用例的例化格式。,P1-core,Low,test/verilog-mode/tests/autoinst_brucet.v,test/verilog-mode/tests_ok/autoinst_brucet.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_brucet.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_brucet.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_brucet.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G012,4,autoinst_brucet_library.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 library directory/module lookup 行为。 覆盖 Bruce T. 回归用例的例化格式。,P1-core,Low,test/verilog-mode/tests/autoinst_brucet_library.v,test/verilog-mode/tests_ok/autoinst_brucet_library.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_brucet_library.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_brucet_library.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_brucet_library.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G012,5,autoinst_bug373.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 issue/bug373 回归。,P1-core,Low,test/verilog-mode/tests/autoinst_bug373.v,test/verilog-mode/tests_ok/autoinst_bug373.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_bug373.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_bug373.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_bug373.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G013,1,autoinst_case_chakradhara.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 case/casefold 相关实例名查找回归。,P1-core,Low,test/verilog-mode/tests/autoinst_case_chakradhara.v,test/verilog-mode/tests_ok/autoinst_case_chakradhara.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_case_chakradhara.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_case_chakradhara.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_case_chakradhara.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G013,2,autoinst_casefold_hou.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖大小写不敏感/大小写折叠查找。,P1-core,Low,test/verilog-mode/tests/autoinst_casefold_hou.v,test/verilog-mode/tests_ok/autoinst_casefold_hou.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_casefold_hou.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_casefold_hou.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_casefold_hou.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G013,3,autoinst_cavanaugh_pull.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 pullup/pulldown 或 primitive/gate 附近 AUTOINST。,P1-core,High,test/verilog-mode/tests/autoinst_cavanaugh_pull.v,test/verilog-mode/tests_ok/autoinst_cavanaugh_pull.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_cavanaugh_pull.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_cavanaugh_pull.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_cavanaugh_pull.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G013,4,autoinst_ciu.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 CIU 风格参数/端口声明。,P1-core,Medium,test/verilog-mode/tests/autoinst_ciu.v,test/verilog-mode/tests_ok/autoinst_ciu.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_ciu.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_ciu.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_ciu.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G013,5,autoinst_clog2_bug522.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 $clog2 参数/位宽 bug522。 覆盖 $clog2 参与参数/位宽。,P1-core,Medium,test/verilog-mode/tests/autoinst_clog2_bug522.v,test/verilog-mode/tests_ok/autoinst_clog2_bug522.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_clog2_bug522.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_clog2_bug522.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_clog2_bug522.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G014,1,autoinst_cmtcell_msg270.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖注释中的 cell/module 名不应误匹配。,P1-core,Low,test/verilog-mode/tests/autoinst_cmtcell_msg270.v,test/verilog-mode/tests_ok/autoinst_cmtcell_msg270.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_cmtcell_msg270.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_cmtcell_msg270.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_cmtcell_msg270.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G014,2,autoinst_cmtinst_bug383.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖注释中的 instance/cell 干扰 AUTOINST bug383。 覆盖注释中的 instance 不应误匹配。,P1-core,Low,test/verilog-mode/tests/autoinst_cmtinst_bug383.v,test/verilog-mode/tests_ok/autoinst_cmtinst_bug383.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_cmtinst_bug383.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_cmtinst_bug383.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_cmtinst_bug383.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G014,3,autoinst_cmtparen_tennant.sv,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖注释括号干扰实例括号匹配。 覆盖 Tennant 回归用例。 覆盖括号表达式中输入识别。,P1-core,Low,test/verilog-mode/tests/autoinst_cmtparen_tennant.sv,test/verilog-mode/tests_ok/autoinst_cmtparen_tennant.sv,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_cmtparen_tennant.sv"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_cmtparen_tennant.sv""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_cmtparen_tennant.sv when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G014,4,autoinst_crawford_array.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖数组实例或数组端口自动连接。 覆盖 Crawford 数组端口回归。,P1-core,Medium,test/verilog-mode/tests/autoinst_crawford_array.v,test/verilog-mode/tests_ok/autoinst_crawford_array.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_crawford_array.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_crawford_array.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_crawford_array.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G014,5,autoinst_crawford_array_a.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖数组实例或数组端口自动连接。 覆盖 Crawford 数组端口变体 A。 覆盖 Crawford 数组端口回归。,P1-core,Medium,test/verilog-mode/tests/autoinst_crawford_array_a.v,test/verilog-mode/tests_ok/autoinst_crawford_array_a.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_crawford_array_a.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_crawford_array_a.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_crawford_array_a.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G015,1,autoinst_dedefine.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 `define/条件编译影响模块端口解析。,P1-core,Low,test/verilog-mode/tests/autoinst_dedefine.v,test/verilog-mode/tests_ok/autoinst_dedefine.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_dedefine.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_dedefine.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_dedefine.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G015,2,autoinst_ding.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Ding 回归用例的端口声明/连接格式。,P1-core,Low,test/verilog-mode/tests/autoinst_ding.v,test/verilog-mode/tests_ok/autoinst_ding.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_ding.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_ding.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_ding.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G015,3,autoinst_for_myers.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 generate/for 附近 AUTOINST。 覆盖 Myers AUTOWIRE 回归。,P1-core,High,test/verilog-mode/tests/autoinst_for_myers.v,test/verilog-mode/tests_ok/autoinst_for_myers.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_for_myers.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_for_myers.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_for_myers.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G015,4,autoinst_func.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 function/task 语法附近不误解析实例。,P1-core,Low,test/verilog-mode/tests/autoinst_func.v,test/verilog-mode/tests_ok/autoinst_func.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_func.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_func.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_func.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G015,5,autoinst_gate.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 gate primitive 与 module instance 区分。,P1-core,High,test/verilog-mode/tests/autoinst_gate.v,test/verilog-mode/tests_ok/autoinst_gate.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_gate.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_gate.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_gate.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G016,1,autoinst_genvar.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 genvar/generate block 中的 AUTOINST。,P1-core,High,test/verilog-mode/tests/autoinst_genvar.v,test/verilog-mode/tests_ok/autoinst_genvar.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_genvar.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_genvar.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_genvar.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G016,2,autoinst_iface270_sub.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 interface 连接回归 270 系列。,P1-core,High,test/verilog-mode/tests/autoinst_iface270_sub.v,test/verilog-mode/tests_ok/autoinst_iface270_sub.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_iface270_sub.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_iface270_sub.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_iface270_sub.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
